,company,wikidata_id,product_score,report_evidence_binary,report_evidence_content,average_sentiment_impactful,score_before_graph,graph_group_average,final_score
48,Alphabet Inc,Q20800404,0,True,Accelerate the transition to carbon free energy and a circular users with the people and places where we operate For additional information please visit 1 FIVE YEAR SUSTAINABILITY STRATEGY OVERVIEW We strive to build sustainability into everything we do Benefit people and places Share benefits with communities where we operate Empower with technology Google products tools and platforms in form or enable sustainability Accelerate carbon free and circular De couple business growth from growth of carbon intensity and material use 4 Alphabet Sustainability Bond Framework 2020 Introduction 4 5 Our framework 5 Alphabet Sustainability Bond Framework In accordance with Google s five year sustainability strategy we have designed this Sustainability Bond Framework the Framework under which we may issue from time to time certain bonds or related debt instruments with net proceeds that we intend to allocate to finance one or more projects that we believe may have environmental and or societal benefits any such bonds a Sustainability Bond,-7.686999999999998,0,0.0,0.0
49,Alstom SA,Q309084,2,True,Smart innovation for sustainable mobility Follow us on Commitments Key figures Corporate governance Innovation Strategy Sustainable mobility Sustainable Procurement Health and safety Environmental footprint Local communities Diversity Inclusion Ethics drives our growth,81.90727272727273,4,4.0,4.0
50,Altice USA Inc,Q644289,0,False,nothing,-70.21000000000001,-1,-1.0,-1.0
51,Altium Ltd,Q1066620,0,False,nothing,3.344999999999999,1,1.0,1.0
52,Amadeus IT Group SA,Q696061,0,False,nothing,0.0,-1,-1.0,-1.0
53,Amazon.com Inc,Q3884,0,False,nothing,29.50431309904153,1,1.0,1.0
54,AMC Entertainment Holdings Inc,Q294721,0,False,nothing,-41.481923076923074,-1,-1.0,-1.0
55,American Axle & Manufacturing Holdings Inc,Q4743120,0,True,8 ENVIRONMENTAL ENERGY AND EMISSIONS REDUCTION REDUCE WATER USE AT EVERY LOCATION REDUCE REUSE AND RECYCLE INDUSTRIAL MATERIALS 9 THE POWER TO CONSERVE Since our inception A AM has believed that being focused on sustainability be nets our associates suppliers customers communities shareholders and the environment,24.360000000000003,2,2.0,2.0
56,American Express Co,Q194360,0,True,Government Media Partners Suppliers Shareholders INTRODUCTION OUR APPROACH TO CSR OPERATING RESPONSIBLY BACKING OUR CUSTOMERS BACKING OUR COMMUNITIES BACKING OUR COLLEAGUES SUSTAINABILITY MANAGING OUR ENVIRONMENTAL IMPACT GRI CONTENT INDEX 10 UNITED NATIONS SUSTAINABLE solving the worlds most pressing problems including ending action on climate change achieving food security protecting the private sector and citizens a like have committed to working together in partnership to achieve the outlined targets and ensure we leave a better planet for future generations,2.204705882352939,2,0.21052631578947367,2.0
57,American International Group Inc,Q212235,0,True,In partnership with John Wood Group plc oe ring a resilience framework that helps our clients and communities arrive at more resilient solutions for urban development projects to UNI DO member cities and communities,-1103.2955555555554,0,0.0,0.0
58,American International Group Inc,Q212235,0,True,In partnership with John Wood Group plc o er a resilience framework that helps our clients and communities arrive at more resilient solutions for urban development projects to United Nations Industrial Development Organization UNI DO member cities and Security Our products and solutions through our network of financial advisors help individuals and institutions pursue financial security from life insurance solutions that help provide financial stability in the event of a loss in the family to retirement solutions that provide guaranteed income for life,-1103.2955555555554,0,0.0,0.0
59,American International Group Inc,Q212235,0,True,36 of AIG s executive hires and promotions in 2020 were female and or ethnically 2020 summer intern class was 44 female globally and 46 ethnically diverse in the of Lasting Change 10 AIG 2020 Annual Report AIG s sustainability agenda focuses on future proofing communities through four key priorities community resilience financial security sustainable operations and sustainable investing,-1103.2955555555554,0,0.0,0.0
60,American Tower Corp,Q4745263,0,False,nothing,-9.5,-1,1.8333333333333333,-0.5
61,American Water Works Co Inc,Q467238,0,False,nothing,559.81,1,1.0,1.0
62,Amorepacific Corp,Q490142,0,False,nothing,11.923333333333332,1,1.0,1.0
63,ams AG,Q477875,1,False,nothing,-1.2000000000000002,0,0.0,0.0
64,Analog Devices Inc,Q484930,0,True,Habitat is committed to supporting long term recovery and rebuilding lives and communities affected by the Prosperity Our Sustainability Sustainability Report 35 ADI addresses its environment health and safety EH S resp on sibi li ties through an integrated EH S management system,15.64,2,2.0,2.0
65,ANDRITZ AG,Q442018,1,False,nothing,42.191428571428574,2,2.0,2.0
66,Anglo American PLC,Q541451,0,False,nothing,-108.16249999999998,-1,-1.0,-1.0
67,Anheuser-Busch InBev SA/NV,Q128738,0,False,nothing,51.95142857142857,1,1.0,1.0
68,ANSYS Inc,Q295774,0,False,nothing,176.66,1,1.0,1.0
69,Antero Resources Corp,Q39046155,0,False,nothing,0.18,1,1.0,1.0
70,Anthem Inc,Q677488,0,False,nothing,-55.64,-1,-1.0,-1.0
71,APA Group,Q20311412,0,False,nothing,0.2133333333333335,1,1.0,1.0
72,Apple Inc,Q312,0,False,nothing,-124.62029810298102,-1,0.21052631578947367,-0.5
73,Applied Materials Inc,Q621610,0,False,nothing,10.936,1,1.0,1.0
74,Aptiv PLC,Q643626,0,False,nothing,71.34,1,1.0,1.0
75,Aramark,Q625708,0,True,We also focus on the wellbeing of our planet by minimizing environmental impact across all of our operations from the foods we serve and facilities we operate to the vehicles we goal is supported by four priorities which align with the United Nations Sustainable Development Goals Our People priorities are to engage employees empower healthy consumers build local communities and source ethically and inclusively,14.875000000000028,2,2.0,2.0
76,Arcadis NV,Q631507,1,False,nothing,22.23,2,2.0,2.0
77,ArcelorMittal SA,Q27893,0,False,nothing,32.19000000000001,1,1.0,1.0
78,Arista Networks Inc,Q2861324,0,False,nothing,44.55,1,1.0,1.0
79,Arkema SA,Q673327,0,False,nothing,14.31,1,-0.5,0.5
80,Asahi Kasei Corp,Q720489,0,False,nothing,40.78,1,1.0,1.0
81,Ashtead Group PLC,Q4805956,0,False,nothing,2.640000000000001,1,1.0,1.0
82,ASOS PLC,Q211951,0,False,nothing,-143.8341176470588,-1,-1.0,-1.0
83,Aspen Pharmacare Holdings Ltd,Q4807838,0,False,nothing,-4.5600000000000005,-1,-1.0,-1.0
84,Aspen Technology Inc,Q736091,0,False,nothing,59.92,1,1.0,1.0
85,Astellas Pharma Inc,Q528842,0,False,nothing,13.74,1,1.0,1.0
86,AstraZeneca PLC,Q731938,0,False,nothing,-141.06684131736526,-1,-1.0,-1.0
87,Atlas Copco AB,Q757164,0,False,nothing,5.636666666666667,1,1.0,1.0
88,Australia & New Zealand Banking Group Ltd,Q714641,0,False,nothing,28.06357142857143,1,1.0,1.0
89,Auto Trader Group PLC,Q4826130,0,True,As an employer it comprises employee engagement rewards and recognition schemes people development health and safety the environmental impact sustainability efficient a company we are keen to give back to our local communities in which we operate as well as supporting charities and causes that to our employees hearts,2.9450000000000003,2,2.0,2.0
90,Autodesk Inc,Q628051,0,False,nothing,8.795714285714284,1,1.0,1.0
91,Avantor Inc,Q104842834,0,False,nothing,-16.240000000000002,-1,-1.0,-1.0
92,Avery Dennison Corp,Q790650,0,False,nothing,3.0000000000000004,1,1.0,1.0
93,Avis Budget Group Inc,Q2874395,0,False,nothing,143.35500000000002,1,1.0,1.0
94,Aviva PLC,Q791179,0,True,5 million people Building Future Communities Report Drive forward our 3 year climate focused partnership with WWF helping local communities and ecosystems and working together to reorient the way financial services function in a sustainable economy Support 1,-19.676666666666662,0,0.0,0.0
95,Aviva PLC,Q791179,0,True,6 m vehicles on the UK plc Sustainability Report health and cities and consumption and below on justice and strong for the water and and clean work and economic innovation and inequalities Communities data continued Additional Indicators Notes SD G Mapping Amount our people gave or fund raised 1,-19.676666666666662,0,0.0,0.0
96,Aviva PLC,Q791179,0,True,Case study 2 Case study Funding the future Contents Climate action Stronger communities Acting sustain ably Conclusion and resources Strategic approach Aviv a is investing in UK infrastructure and real estate to help our economy and communities bounce back,-19.676666666666662,0,0.0,0.0
97,Aviva PLC,Q791179,0,True,Our more about how were acting on climate change building stronger communities and embedding sustainability into our business,-19.676666666666662,0,0.0,0.0
98,Aviva PLC,Q791179,0,True,Read more about how were acting on climate change building stronger communities and embedding sustainability into our business,-19.676666666666662,0,0.0,0.0
99,AXA SA,Q160054,0,False,nothing,-13.36857142857143,-1,0.0,-0.5
100,Axalta Coating Systems Ltd,Q26215536,0,False,nothing,83.25142857142858,1,1.0,1.0
101,Axiata Group Bhd,Q792500,0,True,PLANET SOCIETY IMPROVING OUR ENVIRONMENTAL PERFORMANCE AND SUPPORTING COMMUNITIES We are committed to minim ising our environmental impact and to support sustainable development for everyone,-21.54500000000001,0,0.0,0.0
102,Axis Bank Ltd,Q2003549,0,True,Our strong sustainable lending portfolio focuses on sectors with a strong sustainability linked socio economic and environmental impact such as renewable energy generation mass transportation smart cities waste management others,-33.49,0,0.0,0.0
103,Baidu Inc,Q14772,0,False,nothing,-28.59363636363636,-1,-1.0,-1.0
104,Bajaj Finance Ltd,Q28173355,0,False,nothing,-6.525,-1,-1.0,-1.0
105,Ball Corp,Q4034815,0,False,nothing,19.095,1,1.0,1.0
106,Ballard Power Systems Inc,Q474383,0,False,nothing,-5.52,-1,-1.0,-1.0
107,Banco Bilbao Vizcaya Argentaria SA,Q806189,0,False,nothing,-8.806363636363637,-1,-1.0,-1.0
108,Banco BTG Pactual SA,Q2877503,0,True,The contemplated projects demonstrate our commitment to the regions and communities where we operate mainly in Brazil including the following highlight so BT G SOMA is program for accelerating social organizations that aims to contribute to boosting the performance of NGOs so that they achieve nanci al sustainability,22.380000000000003,2,2.0,2.0
109,Banco Comercial Portugues SA,Q118581,0,False,nothing,-2.5600000000000005,-1,-1.0,-1.0
110,Banco de Sabadell SA,Q762330,0,False,nothing,-0.8800000000000001,-1,-1.0,-1.0
111,Banco do Brasil SA,Q610817,0,False,nothing,-11.12153846153846,-1,-1.0,-1.0
112,Banco Santander Chile,Q1094313,0,False,nothing,7.364999999999999,1,1.0,1.0
113,Banco Santander SA,Q6496310,0,False,nothing,-6.995,-1,-1.0,-1.0
114,Bancolombia SA,Q806206,0,False,nothing,-0.16,-1,-1.0,-1.0
115,Bandhan Bank Ltd,Q19882235,0,False,nothing,-7.300000000000001,-1,-1.0,-1.0
116,Bangkok Bank PCL,Q806483,0,False,nothing,31.69333333333333,1,1.0,1.0
117,Bank Negara Indonesia Persero Tbk PT,Q2882611,0,False,nothing,1035.7733333333335,1,1.0,1.0
118,Bank of America Corp,Q487907,0,False,nothing,-43.64059999999999,-1,-1.0,-1.0
119,Bank of China Ltd,Q790068,0,False,nothing,-55.577,-1,-1.0,-1.0
120,Bank of Ireland Group PLC,Q806689,0,False,nothing,6.038333333333331,1,1.0,1.0
121,Bank of Nova Scotia,Q451476,0,False,nothing,-44.322,-1,-1.0,-1.0
122,Bankinter SA,Q806808,0,False,nothing,-0.4666666666666666,-1,-1.0,-1.0
123,Barclays PLC,Q245343,0,True,The Thriving Local Economies initiative focuses on four pilot areas in geographically different parts of the country and representing different types of place a metropolitan area a smaller town a rural area and a coastal community,-48.17829787234043,0,0.0,0.0
124,BASF SE,Q9401,0,False,nothing,50.69625,1,1.0,1.0
125,Basler AG,Q810387,0,False,nothing,0.16,1,1.0,1.0
126,Bausch Health Cos Inc,Q1700871,0,False,nothing,-9.75,-1,-1.0,-1.0
127,Baxter International Inc,Q761965,0,False,nothing,25.83,1,1.0,1.0
128,Bayer AG,Q152051,0,False,nothing,-3.1923684210526337,-1,-1.0,-1.0
129,Bayerische Motoren Werke AG,Q26678,0,False,nothing,41.735416666666666,1,1.0,1.0
130,Beijing Enterprises Holdings Ltd,Q836569,0,True,We aim to build ecological cities characterized by blue sky green land fresh and clear air and lucid water,-0.92,0,0.0,0.0
131,Beijing Enterprises Holdings Ltd,Q836569,0,True,Our professional water and environmental services have helped improve the living standard of urban residents we and our partners have joined hands to stimulate industrial development with the idea of win win cooperation,-0.92,0,0.0,0.0
132,Belden Inc,Q815327,0,False,nothing,6.85,1,1.0,1.0
133,Berkshire Hathaway Inc,Q217583,0,False,nothing,-130.39,-1,0.21052631578947367,-0.5
134,Berry Global Group Inc,Q4894819,0,False,nothing,2.28,1,1.0,1.0
135,Bharat Petroleum Corp Ltd,Q854826,0,False,nothing,-2.492,-1,-1.0,-1.0
136,Bharti Airtel Ltd,Q854867,0,False,nothing,-16.794999999999998,-1,-1.0,-1.0
137,BHP Group Ltd,Q625713,0,False,nothing,-15.334166666666668,-1,-1.0,-1.0
138,BHP Group PLC,Q625713,0,False,nothing,-7.83,-1,-1.0,-1.0
139,Biffa PLC,Q4904749,1,False,nothing,48.260000000000005,2,1.0,2.0
140,Big Yellow Group PLC,Q4906703,0,False,nothing,6.23,1,1.0,1.0
141,Biotage AB,Q10429829,0,False,nothing,0.0,-1,-1.0,-1.0
142,Blackbaud Inc,Q4922539,0,True,This continues to be Sustainable Development Goals SD G including own impact against the S DGs by incorporating SD G taxonomy in Black baud Grant making and by mapping our own giving on this foundation we joined the UN forward in deepening our ES G proud of how our company and our employees show up to support the social good community both inside and outside of work,48.11,2,2.0,2.0
143,BNP Paribas SA,Q499707,0,False,nothing,31.253125,1,1.0,1.0
144,Bombardier Inc,Q333498,1,False,nothing,31.168999999999997,2,2.0,2.0
145,Booking Holdings Inc,Q18674747,0,False,nothing,-1.7000000000000002,-1,-1.0,-1.0
146,Boralex Inc,Q2910597,0,False,nothing,84.6,1,1.0,1.0
147,Boston Properties Inc,Q4844439,2,False,nothing,2.32,3,1.8333333333333333,3.0
148,Boston Scientific Corp,Q894585,0,False,nothing,-28.885,-1,-1.0,-1.0
149,BP PLC,Q152057,0,True,This includes sustainable livelihoods as well as other aims in support of local communities and cities where we work such as health and wellbeing biodiversity restoration or conservation nature based solutions natural climate solutions and programmes to enhance the availability of fresh water in the local area,-111.93764705882352,0,0.0,0.0
150,BP PLC,Q152057,0,True,Together we will explore opportunities in service of the city s de carbon iz ation economic and social ambitions working across several themes including accelerating the adoption of electric and hydrogen powered city vehicles energy efficiency programmes for buildings and circular economy,-111.93764705882352,0,0.0,0.0
151,Braskem SA,Q899395,0,False,nothing,-75.96,-1,-1.0,-1.0
152,BRF SA,Q899097,0,False,nothing,3.3199999999999985,1,1.0,1.0
153,Bridgestone Corp,Q179433,0,False,nothing,54.42,1,0.0,0.5
154,Bristol-Myers Squibb Co,Q266423,0,False,nothing,-36.30555555555556,-1,-1.0,-1.0
155,British American Tobacco Malaysia Bhd,Q856411,0,False,nothing,0.0640000000000004,1,1.0,1.0
156,British American Tobacco PLC,Q856411,0,False,nothing,0.0640000000000004,1,1.0,1.0
157,Britvic PLC,Q4971696,0,False,nothing,32.980000000000004,1,1.0,1.0
158,Broadcom Inc,Q4827416,0,False,nothing,42.9,1,1.0,1.0
159,BT Group PLC,Q593786,0,False,nothing,-298.4031578947368,-1,-0.3333333333333333,-1.0
160,BYD Co Ltd,Q2608329,0,False,nothing,57.46,1,0.21052631578947367,1.0
161,CA Immobilien Anlagen AG,Q1022921,2,True,learn more Sustainable Urban Disc tr ict Development We specialise in the environmentally friendly revitalisation of old inner city sites brownfield development,0.0,2,2.0,2.0
162,CA Immobilien Anlagen AG,Q1022921,2,True,Circular Economy Water Sustainable Urban Disc tr ict Development We specialise in the environmentally friendly rev i tal is ation of old inner city sites brownfield develop ment,0.0,2,2.0,2.0
163,CA Immobilien Anlagen AG,Q1022921,2,True,We support our employees by of their needs health and URBAN DISTRICT DEVELOPMENT We transform old brownfield sites and inner city areas formerly utilised for industrial purposes into modern mixed use urban city districts which are attractive integrated accessible and offer a high quality of the process we take care biodiversity and establish sustainable ENERGY We have set ourselves the target of cutting our energy consumption and carbon foot print in the construction and operation of our buildings while building the resilience of our portfolio ETHICS CORPORATE GOVERNANCE COMPLIANCE Throughout our sphere of influence we do business in accordance with responsible compliance with social environmental and business related regulations,0.0,2,2.0,2.0
164,CA Immobilien Anlagen AG,Q1022921,2,True,In doing so we pay attention to the protection of biodiversity and create mixed use urban neigh b our hoods with sustainable infrastructure and a high quality of life that are attractive inclusive and acc es sib le,0.0,2,2.0,2.0
165,CA Immobilien Anlagen AG,Q1022921,2,True,In doing so we pay attention to the protection of biodiversity and create mixed use urban neighbourhoods with sustainable infrastructure and a high quality of life that are attractive inclusive and accessible,0.0,2,2.0,2.0
166,CA Immobilien Anlagen AG,Q1022921,2,True,Our goal is to create urban districts in which people will enjoy living tomorrow just as much as they do today attractive mixed use districts with good public transport links that combine working living so cia l and cultural facilities and thus enable people to live within a short distance of each other,0.0,2,2.0,2.0
167,Cal-Maine Foods Inc,Q5018092,0,False,nothing,14.625,1,1.0,1.0
168,Campbell Soup Co,Q1030544,0,False,nothing,5.935000000000002,1,1.0,1.0
169,Canfor Corp,Q1033165,0,False,nothing,26.26,1,1.0,1.0
170,Capital One Financial Corp,Q1034654,0,False,nothing,165.88875000000002,1,1.0,1.0
171,CapitaLand Ltd,Q3272868,1,False,nothing,39.55,2,2.0,2.0
172,Carlsberg AS,Q113215,0,False,nothing,37.94,1,1.0,1.0
173,Carrefour SA,Q3117359,0,False,nothing,-9.728260869565217,-1,-1.0,-1.0
174,Cascades Inc,Q544004,0,False,nothing,-10.56,-1,-1.0,-1.0
175,Catalent Inc,Q19866242,0,False,nothing,8.045000000000002,1,1.0,1.0
176,CBRE Group Inc,Q1023013,0,False,nothing,5.492727272727271,1,1.0,1.0
177,CCR SA,Q1121225,1,False,nothing,-1.3200000000000005,0,0.0,0.0
178,CD Projekt SA,Q7098994,0,False,nothing,-101.183,-1,-1.0,-1.0
179,Celanese Corp,Q547450,1,False,nothing,12.055,2,2.0,2.0
180,Cemex SAB de CV,Q1053348,0,False,nothing,44.580000000000005,1,1.0,1.0
181,Centrica PLC,Q259013,0,False,nothing,-21.072857142857146,-1,-1.0,-1.0
182,Cerner Corp,Q1055390,0,False,nothing,20.895000000000003,1,1.0,1.0
183,CF Industries Holdings Inc,Q905806,0,False,nothing,-1.5499999999999998,-1,-1.0,-1.0
184,Charter Communications Inc,Q2961234,0,False,nothing,-60.09800000000001,-1,0.21052631578947367,-0.5
185,Chegg Inc,Q5089544,0,False,nothing,-258.03,-1,-1.0,-1.0
186,Chevron Corp,Q319642,0,False,nothing,-246.9825,-1,-1.0,-1.0
187,China Everbright Environment Group Ltd,Q10890263,1,False,nothing,12.32,2,2.0,2.0
188,China Hongqiao Group Ltd,Q10874559,0,False,nothing,-1.08,-1,-1.0,-1.0
189,China Merchants Bank Co Ltd,Q1073327,0,False,nothing,-0.2850000000000001,-1,-1.0,-1.0
190,China Merchants Port Holdings Co Ltd,Q268784,0,True,Green is Not Just a Color is CM HIs global initiative to drive forward our pledge to improve the quality of our coastal environment and local communities,4.870000000000001,2,2.0,2.0
191,China Resources Gas Group Ltd,Q5099882,0,False,nothing,0.0,-1,-1.0,-1.0
192,China Resources Land Ltd,Q5099887,1,False,nothing,-0.5,0,0.0,0.0
193,China Traditional Chinese Medicine Holdings Co Ltd,Q27892807,0,False,nothing,4.847857142857142,1,0.0,0.5
194,China Vanke Co Ltd,Q861340,2,False,nothing,-33.35,1,1.0,1.0
195,Chubb Ltd,Q1089060,0,False,nothing,14.559999999999995,1,1.0,1.0
196,Chugai Pharmaceutical Co Ltd,Q750619,0,False,nothing,-20.72,-1,-1.0,-1.0
197,Cie de Saint-Gobain,Q678565,1,False,nothing,-90.07333333333334,0,-0.5,-0.5
198,Cie Generale des Etablissements Michelin SCA,Q151107,0,False,nothing,110.49736842105264,1,1.0,1.0
199,Cimarex Energy Co,Q16829606,0,False,nothing,-0.1699999999999999,-1,-1.0,-1.0
200,Cimpress PLC,Q22121865,0,False,nothing,14.0875,1,1.0,1.0
201,Cintas Corp,Q1092571,0,False,nothing,35.81333333333335,1,1.0,1.0
203,Citigroup Inc,Q219508,0,True,SD G Goal 11 Sustainable Cities and Communities Financing Affordable Housing We offer a range of housing financing solutions including construction and permanent lending tax credit equity and Fannie Mae and Freddie Mac mortgage banking to affordable housing de vel oper s,38.6016129032258,2,2.0,2.0
204,Citigroup Inc,Q219508,0,True,0 B Contents ES G at Citi Sustainable Progress Equitable Resilient Communities Talent Diversity Risk Management Responsible Business Appendices Citi 2020 ES G Report 35 Environmental Finance in Support of the S DGs Much of the work we do in finance aligns with three of the UN Sustainable Development Goals SD G 7 which seeks to ensure access to affordable reliable sustainable and modern energy for all SD G 11 which aims to make cities and human settlements inclusive safe resilient and sustainable and SD G 13 which contributes to urgent action to combat climate change and its impacts,38.6016129032258,2,2.0,2.0
205,Citigroup Inc,Q219508,0,True,These activities which were counted toward our 100 Billion Environmental Finance Goal are helping cities meet the needs of rapid urbanization and work toward SD G 9 which commits to build resilient infrastructure promote inclusive and sustainable industrial iz a tion and foster innovation as well as SD G 11 which aims to make cities and human settlements inclusive safe resilient and sustainable,38.6016129032258,2,2.0,2.0
206,Citigroup Inc,Q219508,0,True,SD G Goal 7 Affordable and Clean Energy SD G Goal 11 Sustainable Cities and Communities SD G Goal 13 Climate Action Contents ES G at Citi Sustainable Progress Equitable Resilient Communities Talent Diversity Risk Management Responsible Business Appendices Citi 2020 ES G Report 36 Climate change continues to be a def in ing challenge of our time,38.6016129032258,2,2.0,2.0
207,Citigroup Inc,Q219508,0,True,SD G Goal 11 Sustainable Cities and Implementation Our centralized team of E SRM specialists within C it is Risk Management function evaluates transactions that trigger a review according to our E SRM Policy,38.6016129032258,2,2.0,2.0
